"group1","group2","weight"
"Lesbians in the Workplace, Nashville","NashJS",1
"Lesbians in the Workplace, Nashville","Women 'n' Wine of Nashville",1
"Brentwood - Grow Your Business In Tennessee","Happy Hour Networking for Charity",1
"Brentwood - Grow Your Business In Tennessee","Nashville Young Professionals Meetup",8
"Brentwood - Grow Your Business In Tennessee","Nashville Christian Technologists and Entrepreneurs",1
"Brentwood - Grow Your Business In Tennessee","Stepping Out Social Dance Meetup",2
"Brentwood - Grow Your Business In Tennessee","Bellevue Business Networking Meetup",1
"Brentwood - Grow Your Business In Tennessee","Network Middle Tennessee",8
"Brentwood - Grow Your Business In Tennessee","Greater Nashville Networking Group",8
"Brentwood - Grow Your Business In Tennessee","Let's Talk Franklin Toastmasters Club",1
"Brentwood - Grow Your Business In Tennessee","Nashville Network After Work - Business Networking Events",3
"Brentwood - Grow Your Business In Tennessee","Tennessee Real Estate Investors Meetup",1
"Brentwood - Grow Your Business In Tennessee","Nashville's Society of Women Business Owners (SOWBO)",3
"Brentwood - Grow Your Business In Tennessee","Business Girls Rock! Nashville Entrepreneurship Meetup",1
"Brentwood - Grow Your Business In Tennessee","Nashville Networking Business Luncheon",13
"Brentwood - Grow Your Business In Tennessee","GKIC Nashville Chapter Business Building Meetup",1
"Brentwood - Grow Your Business In Tennessee","Nashville Locals",1
"Brentwood - Grow Your Business In Tennessee","Franklin AM - Networking",6
"Brentwood - Grow Your Business In Tennessee","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"Brentwood - Grow Your Business In Tennessee","Nashville Pilgrimage Hiking & Walking Meetup Group",1
"Brentwood - Grow Your Business In Tennessee","What the Pho!",1
"Brentwood - Grow Your Business In Tennessee","Women's  Business Network",2
"Brentwood - Grow Your Business In Tennessee","Nashville soccer",2
"Brentwood - Grow Your Business In Tennessee","Nashville SEO & Internet Marketing, Over 1,600 Members!",2
"Brentwood - Grow Your Business In Tennessee","Rikian Exerciser Fitness Fans - Franklin, TN",1
"Brentwood - Grow Your Business In Tennessee","James K. Polk Toastmasters",1
"Brentwood - Grow Your Business In Tennessee","SCORE Nashville Events, Networking and Workshops",1
"Brentwood - Grow Your Business In Tennessee","Mastermind Business Networkers",7
"Brentwood - Grow Your Business In Tennessee","WOMEN ""Word of Mouth Entrepreneurial Networkers""",6
"Brentwood - Grow Your Business In Tennessee","Franklin Developer Lunch & Learn",1
"Brentwood - Grow Your Business In Tennessee","Christian Business Leaders Roundtable | CEO Fellowship",3
"Brentwood - Grow Your Business In Tennessee","Music City Young Professionals",1
"Brentwood - Grow Your Business In Tennessee","Business Connections Networking Group",5
"Brentwood - Grow Your Business In Tennessee","¡Diablos Que Bailan! (Salsa Nashville)",1
"Brentwood - Grow Your Business In Tennessee","Williamson County Republican Party",1
"Brentwood - Grow Your Business In Tennessee","Nashville Product Meetup",1
"The Middle TN Red Sox Nation Meetup Group","Nashville Hiking Meetup",2
"The Middle TN Red Sox Nation Meetup Group","Craft Beer Lovers of Nashville Meetup",1
"The Middle TN Red Sox Nation Meetup Group","Nashville SEO & Internet Marketing, Over 1,600 Members!",1
"The Middle TN Red Sox Nation Meetup Group","Board Game Lovers Meetup",1
"The Middle TN Red Sox Nation Meetup Group","Advanced Audio + Applications Exchange (A3E) - Nashville",1
"The Middle TN Red Sox Nation Meetup Group","Team Green Adventures",1
"The Middle TN Red Sox Nation Meetup Group","Beer and Bible Nashville",1
"Craft Beer Lovers of Nashville Meetup","Nashville Young Professionals Meetup",1
"Craft Beer Lovers of Nashville Meetup","Brentwood Happy Hour / Dining Out Meetup",1
"Craft Beer Lovers of Nashville Meetup","The Nashville Songwriters Meetup Group",1
"Craft Beer Lovers of Nashville Meetup","Music City Drinking Buddies",1
"Craft Beer Lovers of Nashville Meetup","Transplant Nashville",1
"Craft Beer Lovers of Nashville Meetup","Savvy Coders - Nashville",1
"Craft Beer Lovers of Nashville Meetup","Eat Love Nash",1
"Craft Beer Lovers of Nashville Meetup","Nashville Women Programmers",1
"Craft Beer Lovers of Nashville Meetup","Nashville Hiking Meetup",2
"Craft Beer Lovers of Nashville Meetup","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"The Nashville Songwriters Meetup Group","WordPress Nashville",3
"The Nashville Songwriters Meetup Group","Nashville Real Estate Investor Network",1
"The Nashville Songwriters Meetup Group","Nashville Shambhala Meditation Group",1
"The Nashville Songwriters Meetup Group","Eat Love Nash",2
"The Nashville Songwriters Meetup Group","Let's Talk Franklin Toastmasters Club",2
"The Nashville Songwriters Meetup Group","Volunteer Nashville",1
"The Nashville Songwriters Meetup Group","Intellectual Society of Greater Nashville",1
"The Nashville Songwriters Meetup Group","Paddle Adventures Unlimited",2
"The Nashville Songwriters Meetup Group","Nashville Cooking Lessons Meetup",1
"The Nashville Songwriters Meetup Group","Big East Fork Folk / Jazz Music Meetup",1
"The Nashville Songwriters Meetup Group","Nashville Alternative Health & Wellness",1
"The Nashville Songwriters Meetup Group","Nashville Cardinals Club",1
"The Nashville Songwriters Meetup Group","SCORE Nashville Events, Networking and Workshops",1
"The Nashville Songwriters Meetup Group","Nashville UX",1
"The Nashville Songwriters Meetup Group","Nashville Psychic Meetup",2
"The Nashville Songwriters Meetup Group","Design Thinking Nashville",1
"The Nashville Songwriters Meetup Group","Bellevue Free Mandarin/Korean Lessons Meetup",2
"The Nashville Songwriters Meetup Group","WOMEN ""Word of Mouth Entrepreneurial Networkers""",3
"The Nashville Songwriters Meetup Group","Nashville Product Meetup",1
"The Nashville Songwriters Meetup Group","Oneness Nashville",1
"The Nashville Songwriters Meetup Group","Nashville Young Professionals Meetup",1
"The Nashville Songwriters Meetup Group","Stepping Out Social Dance Meetup",4
"The Nashville Songwriters Meetup Group","Bellevue Business Networking Meetup",2
"The Nashville Songwriters Meetup Group","Greater Nashville Networking Group",1
"The Nashville Songwriters Meetup Group","Tennessee Real Estate Investors Meetup",1
"The Nashville Songwriters Meetup Group","PROVIDENT LIVING & SELF-RELIANCE",1
"The Nashville Songwriters Meetup Group","Nashville Networking Business Luncheon",1
"The Nashville Songwriters Meetup Group","Franklin AM - Networking",1
"The Nashville Songwriters Meetup Group","Nashville Tennis Meetup",1
"The Nashville Songwriters Meetup Group","What the Pho!",2
"The Nashville Songwriters Meetup Group","Brentwood Happy Hour / Dining Out Meetup",1
"The Nashville Songwriters Meetup Group","All Things Angular",1
"The Nashville Songwriters Meetup Group","Mastermind Business Networkers",1
"The Nashville Songwriters Meetup Group","Beer and Bible Nashville",1
"The Nashville Songwriters Meetup Group","The Nashville Web Design Meetup Group",1
"The Nashville Songwriters Meetup Group","Drink-n-Draw",2
"The Nashville Songwriters Meetup Group","Advanced Audio + Applications Exchange (A3E) - Nashville",1
"The Nashville Songwriters Meetup Group","Nashville Podcasters",1
"The Nashville Songwriters Meetup Group","Business Connections Networking Group",1
"The Nashville Songwriters Meetup Group","Nashville Music Programmers",1
"Nashville Cooking Lessons Meetup","Stepping Out Social Dance Meetup",1
"Nashville Cooking Lessons Meetup","Free & Cheap Events",1
"Nashville Cooking Lessons Meetup","Beer and Bible Nashville",1
"Nashville Cooking Lessons Meetup","The Nashville Chinese Language and Culture Meetup Group",1
"Nashville Cooking Lessons Meetup","Eat Love Nash",3
"Nashville Cooking Lessons Meetup","Bellevue Free Mandarin/Korean Lessons Meetup",4
"Nashville Cooking Lessons Meetup","WOMEN ""Word of Mouth Entrepreneurial Networkers""",1
"Nashville Cooking Lessons Meetup","Board Game Lovers Meetup",1
"Nashville Cooking Lessons Meetup","Advanced Audio + Applications Exchange (A3E) - Nashville",1
"Nashville Cooking Lessons Meetup","Nashville Free Guitar Lesson Meetup",1
"Bellevue Area Meetup: Meet New Friends!","What the Pho!",2
"Bellevue Area Meetup: Meet New Friends!","Women's  Business Network",1
"Bellevue Area Meetup: Meet New Friends!","Stepping Out Social Dance Meetup",3
"Bellevue Area Meetup: Meet New Friends!","Tennessee Americans United for Separation of Church & State",1
"Bellevue Area Meetup: Meet New Friends!","Bellevue Business Networking Meetup",2
"Bellevue Area Meetup: Meet New Friends!","SCORE Nashville Events, Networking and Workshops",1
"Bellevue Area Meetup: Meet New Friends!","Nashville Hiking Meetup",1
"Bellevue Area Meetup: Meet New Friends!","Thrills and Chills Book Club",1
"Bellevue Area Meetup: Meet New Friends!","Nashville Networking Business Luncheon",1
"Bellevue Area Meetup: Meet New Friends!","Movie Lovers:  New, Classic, and Foreign Films Meetup",2
"Bellevue Area Meetup: Meet New Friends!","Nashville ADHD Adults",1
"Bellevue Area Meetup: Meet New Friends!","Bellevue Business Buzz Networking  Group",3
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nash.rb",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Christian Technologists and Entrepreneurs",4
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Live Music Metropolis - Nashville Chapter",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","State & Local Government Developers Network",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","WordPress Nashville",19
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Real Estate Investor Network",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Let's Talk Franklin Toastmasters Club",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Eat Love Nash",3
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Paid To Speak Entrepreneurs",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Hiking Meetup",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville's Society of Women Business Owners (SOWBO)",4
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Volunteer Nashville",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","GKIC Nashville Chapter Business Building Meetup",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville .NET User Group",4
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Software Automation Professionals",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Intellectual Society of Greater Nashville",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Software Beginners",3
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Franklin Small Business Digital Media Marketing Meetup",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Women's  Business Network",6
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville QA",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","The Iron Yard - Nashville",15
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Real Estate Investors of Nashville Meetup Group",4
"Nashville SEO & Internet Marketing, Over 1,600 Members!","SCORE Nashville Events, Networking and Workshops",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville UX",8
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Psychic Meetup",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville English Language Learning Meetup",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Data Science Nashville",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Sustainability Events Group",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Amazon Sellers",3
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Mobile Developers",4
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Design Thinking Nashville",3
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Game Developers",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Flag Football",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","WOMEN ""Word of Mouth Entrepreneurial Networkers""",13
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Product Meetup",6
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Serial Tanks Meetup",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Young Professionals Meetup",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Stepping Out Social Dance Meetup",3
"Nashville SEO & Internet Marketing, Over 1,600 Members!","GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Bellevue Business Networking Meetup",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Network Middle Tennessee",3
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Greater Nashville Networking Group",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Developer Launchpad Nashville",4
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Build and Develop Your Online Presence Nashville, TN",4
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Tennessee Real Estate Investors Meetup",4
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Network After Work - Business Networking Events",3
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Full-Stack Marketing Mastermind",3
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Mobile .NET Developers",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Networking Business Luncheon",5
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Bloggers",5
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Salesforce Admins & Developers Group",3
"Nashville SEO & Internet Marketing, Over 1,600 Members!","iProduce BNA - Pro iPhone / iPad camera / RESIST / Meetup",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","PyNash",4
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Franklin AM - Networking",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Java Users' Group",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","What the Pho!",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Code for Nashville",8
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville soccer",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Rikian Exerciser Fitness Fans - Franklin, TN",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville Linux Users Group",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","SEO in Nashville - Join the Other Group!",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Nashville PowerShell User Group (NashPUG)",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","All Things Angular",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Ethereum Nashville",2
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Mastermind Business Networkers",4
"Nashville SEO & Internet Marketing, Over 1,600 Members!","GREEN Investment Club, Nashville",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Donelson Networking Group",1
"Nashville SEO & Internet Marketing, Over 1,600 Members!","Beer and Bible Nashville",1
